# US place names for offline city/state validation.
# Generated by tools/build_us_places.py from the US Census Gazetteer (public domain).
# Source: https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2023_Gazetteer/2023_Gaz_place_national.zip
# Format: <lookup key>\t<state>\t<canonical name>
clanton	AL	Clanton
clappertown	PA	Clappertown
clara	MS	Clara
clara city	MN	Clara City
clarcona	FL	Clarcona
clare	IA	Clare
clare	MI	Clare
claremont	CA	Claremont
claremont	IL	Claremont
claremont	MN	Claremont
claremont	NC	Claremont
claremont	NH	Claremont
claremont	SD	Claremont
claremont	VA	Claremont
claremont colony	SD	Claremont Colony
claremore	OK	Claremore
clarence	IA	Clarence
clarence	LA	Clarence
clarence	MO	Clarence
clarence	NY	Clarence
clarence	PA	Clarence
clarence center	NY	Clarence Center
clarendon	AR	Clarendon
clarendon	PA	Clarendon
clarendon	TX	Clarendon
clarendon hills	IL	Clarendon Hills
clarinda	IA	Clarinda
clarington	OH	Clarington
clarion	IA	Clarion
clarion	PA	Clarion
clarissa	MN	Clarissa
clarita	OK	Clarita
clark	MO	Clark
clark	PA	Clark
clark	SD	Clark
clark colony	SD	Clark Colony
clark fork	ID	Clark Fork
clark mills	NY	Clark Mills
clark s point	AK	Clark's Point
clarkdale	AZ	Clarkdale
clarkedale	AR	Clarkedale
clarkesville	GA	Clarkesville
clarkfield	MN	Clarkfield
clarkrange	TN	Clarkrange
clarks	LA	Clarks
clarks	NE	Clarks
clarks green	PA	Clarks Green
clarks grove	MN	Clarks Grove
clarks hill	IN	Clarks Hill
clarks hill	SC	Clarks Hill
clarks mills	WI	Clarks Mills
clarks summit	PA	Clarks Summit
clarksburg	CA	Clarksburg
clarksburg	IN	Clarksburg
clarksburg	MD	Clarksburg
clarksburg	MO	Clarksburg
clarksburg	OH	Clarksburg
clarksburg	TN	Clarksburg
clarksburg	WV	Clarksburg
clarksdale	MO	Clarksdale
clarksdale	MS	Clarksdale
clarkson	KY	Clarkson
clarkson	NE	Clarkson
clarkson	NY	Clarkson
clarkson valley	MO	Clarkson Valley
clarkston	GA	Clarkston
clarkston	UT	Clarkston
clarkston	WA	Clarkston
clarkston heights vineland	WA	Clarkston Heights-Vineland
clarksville	AR	Clarksville
clarksville	IA	Clarksville
clarksville	IN	Clarksville
clarksville	MI	Clarksville
clarksville	MO	Clarksville
clarksville	OH	Clarksville
clarksville	OK	Clarksville
clarksville	PA	Clarksville
clarksville	TN	Clarksville
clarksville	TX	Clarksville
clarksville	VA	Clarksville
clarksville city	TX	Clarksville City
clarkton	MO	Clarkton
clarkton	NC	Clarkton
clarktown	OH	Clarktown
clary	VA	Clary
clarysville	MD	Clarysville
claryville	KY	Claryville
clatonia	NE	Clatonia
clatskanie	OR	Clatskanie
claude	TX	Claude
claverack red mills	NY	Claverack-Red Mills
clawson	MI	Clawson
clawson	UT	Clawson
claxton	GA	Claxton
clay	AL	Clay
clay	CA	Clay
clay	KY	Clay
clay	PA	Clay
clay	TX	Clay
clay	WV	Clay
clay center	KS	Clay Center
clay center	NE	Clay Center
clay center	OH	Clay Center
clay city	IL	Clay City
clay city	IN	Clay City
clay city	KY	Clay City
clay springs	AZ	Clay Springs
claycomo	MO	Claycomo
clayhatchee	AL	Clayhatchee
claymont	DE	Claymont
claypool	AZ	Claypool
claypool	IN	Claypool
claypool hill	VA	Claypool Hill
claysburg	PA	Claysburg
claysville	PA	Claysville
clayton	AL	Clayton
clayton	CA	Clayton
clayton	DE	Clayton
clayton	GA	Clayton
clayton	IA	Clayton
clayton	ID	Clayton
clayton	IL	Clayton
clayton	IN	Clayton
clayton	KS	Clayton
clayton	LA	Clayton
clayton	MI	Clayton
clayton	MO	Clayton
clayton	NC	Clayton
clayton	NJ	Clayton
clayton	NM	Clayton
clayton	NY	Clayton
clayton	OH	Clayton
clayton	OK	Clayton
clayton	WA	Clayton
clayton	WI	Clayton
clayville	NY	Clayville
clayville	RI	Clayville
cle elum	WA	Cle Elum
clear creek	CA	Clear Creek
clear creek	UT	Clear Creek
clear lake	IA	Clear Lake
clear lake	IN	Clear Lake
clear lake	MN	Clear Lake
clear lake	SD	Clear Lake
clear lake	WA	Clear Lake
clear lake	WI	Clear Lake
clear lake shores	TX	Clear Lake Shores
clear spring	MD	Clear Spring
clearbrook	MN	Clearbrook
clearbrook	NJ	Clearbrook
clearfield	IA	Clearfield
clearfield	PA	Clearfield
clearfield	UT	Clearfield
clearfield colony	SD	Clearfield Colony
clearlake	CA	Clearlake
clearlake oaks	CA	Clearlake Oaks
clearlake riviera	CA	Clearlake Riviera
clearmont	MO	Clearmont
clearmont	WY	Clearmont
clearview	OK	Clearview
clearview	WA	Clearview
clearview	WV	Clearview
clearview acres	WY	Clearview Acres
clearville	PA	Clearville
clearwater	FL	Clearwater
clearwater	KS	Clearwater
clearwater	MN	Clearwater
clearwater	NE	Clearwater
clearwater	SC	Clearwater
cleary	MS	Cleary
cleaton	KY	Cleaton
cleburne	TX	Cleburne
cleghorn	IA	Cleghorn
clementon	NJ	Clementon
clements	MN	Clements
clemmons	NC	Clemmons
clemons	IA	Clemons
clemson	SC	Clemson
clemson university	SC	Clemson University
clendenin	WV	Clendenin
cleo springs	OK	Cleo Springs
cleona	PA	Cleona
cleone	CA	Cleone
cleora	OK	Cleora
clermont	FL	Clermont
clermont	GA	Clermont
clermont	IA	Clermont
clermont	IN	Clermont
cleveland	AL	Cleveland
cleveland	FL	Cleveland
cleveland	GA	Cleveland
cleveland	IL	Cleveland
cleveland	MN	Cleveland
cleveland	MO	Cleveland
cleveland	MS	Cleveland
cleveland	NC	Cleveland
cleveland	ND	Cleveland
cleveland	NY	Cleveland
cleveland	OH	Cleveland
cleveland	OK	Cleveland
cleveland	TN	Cleveland
cleveland	TX	Cleveland
cleveland	UT	Cleveland
cleveland	VA	Cleveland
cleveland	WI	Cleveland
cleveland heights	OH	Cleveland Heights
clever	MO	Clever
cleves	OH	Cleves
clewiston	FL	Clewiston
cliff	NM	Cliff
cliff village	MO	Cliff Village
cliffdell	WA	Cliffdell
clifford	IN	Clifford
clifford	MI	Clifford
clifford	ND	Clifford
cliffside	NC	Cliffside
cliffside park	NJ	Cliffside Park
cliffwood beach	NJ	Cliffwood Beach
clifton	AZ	Clifton
clifton	CO	Clifton
clifton	ID	Clifton
clifton	IL	Clifton
clifton	KS	Clifton
clifton	NJ	Clifton
clifton	OH	Clifton
clifton	SC	Clifton
clifton	TN	Clifton
clifton	TX	Clifton
clifton	VA	Clifton
clifton	WV	Clifton
clifton forge	VA	Clifton Forge
clifton gardens	NY	Clifton Gardens
clifton heights	PA	Clifton Heights
clifton hill	MO	Clifton Hill
clifton knolls mill creek	NY	Clifton Knolls-Mill Creek
clifton springs	NY	Clifton Springs
cliftondale park	VA	Cliftondale Park
climax	GA	Climax
climax	KS	Climax
climax	MI	Climax
climax	MN	Climax
climax springs	MO	Climax Springs
climbing hill	IA	Climbing Hill
clinchco	VA	Clinchco
clinchport	VA	Clinchport
clint	TX	Clint
clinton	AR	Clinton
clinton	CT	Clinton
clinton	IA	Clinton
clinton	IL	Clinton
clinton	IN	Clinton
clinton	KY	Clinton
clinton	LA	Clinton
clinton	MA	Clinton
clinton	MD	Clinton
clinton	ME	Clinton
clinton	MI	Clinton
clinton	MN	Clinton
clinton	MO	Clinton
clinton	MS	Clinton
clinton	MT	Clinton
clinton	NC	Clinton
clinton	NE	Clinton
clinton	NJ	Clinton
clinton	NY	Clinton
clinton	OH	Clinton
clinton	OK	Clinton
clinton	PA	Clinton
clinton	SC	Clinton
clinton	TN	Clinton
clinton	UT	Clinton
clinton	WA	Clinton
clinton	WI	Clinton
clintondale	NY	Clintondale
clintondale	PA	Clintondale
clintonville	PA	Clintonville
clintonville	WI	Clintonville
clintwood	VA	Clintwood
clio	AL	Clio
clio	CA	Clio
clio	IA	Clio
clio	MI	Clio
clio	SC	Clio
clipper mills	CA	Clipper Mills
clitherall	MN	Clitherall
clive	IA	Clive
clontarf	MN	Clontarf
cloquet	MN	Cloquet
closter	NJ	Closter
cloud creek	OK	Cloud Creek
cloud lake	FL	Cloud Lake
cloudcroft	NM	Cloudcroft
clover	SC	Clover
clover	VA	Clover
clover creek	WA	Clover Creek
cloverdale	CA	Cloverdale
cloverdale	IN	Cloverdale
cloverdale	MS	Cloverdale
cloverdale	OH	Cloverdale
cloverdale	OR	Cloverdale
cloverdale	VA	Cloverdale
cloverland	IN	Cloverland
cloverleaf	TX	Cloverleaf
cloverleaf colony	SD	Cloverleaf Colony
cloverly	MD	Cloverly
cloverport	KY	Cloverport
clovis	CA	Clovis
clovis	NM	Clovis
cluster springs	VA	Cluster Springs
clute	TX	Clute
clutier	IA	Clutier
clyattville	GA	Clyattville
clyde	CA	Clyde
clyde	KS	Clyde
clyde	MO	Clyde
clyde	NC	Clyde
clyde	NJ	Clyde
clyde	NY	Clyde
clyde	OH	Clyde
clyde	TX	Clyde
clyde hill	WA	Clyde Hill
clyde park	MT	Clyde Park
clyman	WI	Clyman
clymer	PA	Clymer
coachella	CA	Coachella
coahoma	MS	Coahoma
coahoma	TX	Coahoma
coal center	PA	Coal Center
coal city	IL	Coal City
coal city	IN	Coal City
coal city	WV	Coal City
coal creek	CO	Coal Creek
coal fork	WV	Coal Fork
coal grove	OH	Coal Grove
coal hill	AR	Coal Hill
coal run village	KY	Coal Run Village
coal valley	IL	Coal Valley
coaldale	CO	Coaldale
coaldale	PA	Coaldale
coalfield	TN	Coalfield
coalgate	OK	Coalgate
coaling	AL	Coaling
coalinga	CA	Coalinga
coalmont	IN	Coalmont
coalmont	PA	Coalmont
coalmont	TN	Coalmont
coalport	PA	Coalport
coalton	IL	Coalton
coalton	OH	Coalton
coalville	IA	Coalville
coalville	UT	Coalville
coamo	PR	Coamo
coarsegold	CA	Coarsegold
coates	MN	Coates
coatesville	IN	Coatesville
coatesville	PA	Coatesville
coats	KS	Coats
coats	NC	Coats
coats bend	AL	Coats Bend
coatsburg	IL	Coatsburg
cobalt	MO	Cobalt
cobb	CA	Cobb
cobb	WI	Cobb
cobb island	MD	Cobb Island
cobbtown	FL	Cobbtown
cobbtown	GA	Cobbtown
cobden	IL	Cobden
cobden	MN	Cobden
cobleskill	NY	Cobleskill
cobre	NM	Cobre
coburg	IA	Coburg
coburg	OR	Coburg
coburn	PA	Coburn
cochiti	NM	Cochiti
cochiti lake	NM	Cochiti Lake
cochituate	MA	Cochituate
cochran	GA	Cochran
cochrane	WI	Cochrane
cochranton	PA	Cochranton
cochranville	PA	Cochranville
cockeysville	MD	Cockeysville
cockrell hill	TX	Cockrell Hill
coco	PR	Coco
cocoa	FL	Cocoa
cocoa beach	FL	Cocoa Beach
cocoa west	FL	Cocoa West
coconut creek	FL	Coconut Creek
codell	KS	Codell
cody	NE	Cody
cody	WY	Cody
coeburn	VA	Coeburn
coesse	IN	Coesse
coeur d alene	ID	Coeur d'Alene
coffee city	TX	Coffee City
coffee creek	CA	Coffee Creek
coffee creek	MT	Coffee Creek
coffee springs	AL	Coffee Springs
coffeen	IL	Coffeen
coffeeville	AL	Coffeeville
coffeeville	MS	Coffeeville
coffey	MO	Coffey
coffeyville	KS	Coffeyville
coffman cove	AK	Coffman Cove
cofield	NC	Cofield
cogdell	GA	Cogdell
coggon	IA	Coggon
cogswell	ND	Cogswell
cohasset	CA	Cohasset
cohasset	MN	Cohasset
cohassett beach	WA	Cohassett Beach
cohocton	NY	Cohocton
cohoe	AK	Cohoe
cohoes	NY	Cohoes
cohutta	GA	Cohutta
coin	IA	Coin
coinjock	NC	Coinjock
cokato	MN	Cokato
cokeburg	PA	Cokeburg
cokedale	CO	Cokedale
coker	AL	Coker
coker creek	TN	Coker Creek
cokesbury	SC	Cokesbury
cokeville	WY	Cokeville
colbert	GA	Colbert
colbert	OK	Colbert
colburn	IN	Colburn
colby	KS	Colby
colby	WI	Colby
colchester	CT	Colchester
colchester	IL	Colchester
colcord	OK	Colcord
colcord	WV	Colcord
cold bay	AK	Cold Bay
cold brook	NY	Cold Brook
cold spring	KY	Cold Spring
cold spring	MN	Cold Spring
cold spring	NY	Cold Spring
cold spring harbor	NY	Cold Spring Harbor
cold springs	CA	Cold Springs
cold springs	NV	Cold Springs
coldfoot	AK	Coldfoot
coldiron	KY	Coldiron
coldspring	TX	Coldspring
coldstream	KY	Coldstream
coldstream	OH	Coldstream
coldwater	KS	Coldwater
coldwater	MI	Coldwater
coldwater	MS	Coldwater
coldwater	OH	Coldwater
cole	OK	Cole
cole camp	MO	Cole Camp
colebrook	NH	Colebrook
coleharbor	ND	Coleharbor
coleman	FL	Coleman
coleman	GA	Coleman
coleman	MI	Coleman
coleman	OK	Coleman
coleman	TX	Coleman
coleman	WI	Coleman
colerain	NC	Colerain
coleraine	MN	Coleraine
coleridge	NE	Coleridge
colesburg	IA	Colesburg
colesville	MD	Colesville
coleta	IL	Coleta
coleville	CA	Coleville
coleytown	CT	Coleytown
colfax	CA	Colfax
colfax	IA	Colfax
colfax	IL	Colfax
colfax	IN	Colfax
colfax	LA	Colfax
colfax	ND	Colfax
colfax	WA	Colfax
colfax	WI	Colfax
collbran	CO	Collbran
college	AK	College
college city	CA	College City
college corner	OH	College Corner
college park	GA	College Park
college park	MD	College Park
college place	WA	College Place
college springs	IA	College Springs
college station	AR	College Station
college station	TX	College Station
collegedale	TN	Collegedale
collegeville	PA	Collegeville
colleyville	TX	Colleyville
colliers	WV	Colliers
collierville	CA	Collierville
collierville	TN	Collierville
collingdale	PA	Collingdale
collings lakes	NJ	Collings Lakes
collingswood	NJ	Collingswood
collins	AR	Collins
collins	GA	Collins
collins	IA	Collins
collins	MO	Collins
collins	MS	Collins
collins	OH	Collins
collins	WI	Collins
collins colony	SD	Collins Colony
collinsburg	PA	Collinsburg
collinston	LA	Collinston
collinsville	AL	Collinsville
collinsville	CT	Collinsville
collinsville	IL	Collinsville
collinsville	MS	Collinsville
collinsville	OK	Collinsville
collinsville	TX	Collinsville
collinsville	VA	Collinsville
collinwood	TN	Collinwood
collyer	KS	Collyer
colma	CA	Colma
colman	SD	Colman
colmar manor	MD	Colmar Manor
colmesneil	TX	Colmesneil
colo	IA	Colo
cologne	MN	Cologne
cologne	NJ	Cologne
coloma	CA	Coloma
coloma	MI	Coloma
coloma	WI	Coloma
colome	SD	Colome
colon	MI	Colon
colon	NE	Colon
colona	CO	Colona
colona	IL	Colona
colonia	NJ	Colonia
colonial beach	VA	Colonial Beach
colonial heights	TN	Colonial Heights
colonial heights	VA	Colonial Heights
colonial park	PA	Colonial Park
colonial pine hills	SD	Colonial Pine Hills
colonie	NY	Colonie
colony	AL	Colony
colony	KS	Colony
colony	OK	Colony
colony park	PA	Colony Park
colorado acres	TX	Colorado Acres
colorado city	AZ	Colorado City
colorado city	CO	Colorado City
colorado city	TX	Colorado City
colorado springs	CO	Colorado Springs
colp	IL	Colp
colquitt	GA	Colquitt
colstrip	MT	Colstrip
colt	AR	Colt
colton	CA	Colton
colton	NY	Colton
colton	SD	Colton
colton	WA	Colton
columbia	AL	Columbia
columbia	CA	Columbia
columbia	IL	Columbia
columbia	KY	Columbia
columbia	LA	Columbia
columbia	MD	Columbia
columbia	MO	Columbia
columbia	MS	Columbia
columbia	NC	Columbia
columbia	NJ	Columbia
columbia	PA	Columbia
columbia	SC	Columbia
columbia	SD	Columbia
columbia	TN	Columbia
columbia	VA	Columbia
columbia city	IN	Columbia City
columbia city	OR	Columbia City
columbia falls	MT	Columbia Falls
columbia furnace	VA	Columbia Furnace
columbia heights	MN	Columbia Heights
columbiana	AL	Columbiana
columbiana	OH	Columbiana
columbiaville	MI	Columbiaville
columbine	CO	Columbine
columbine valley	CO	Columbine Valley
columbus	GA	Columbus
columbus	IL	Columbus
columbus	IN	Columbus
columbus	KS	Columbus
columbus	KY	Columbus
columbus	MN	Columbus
columbus	MS	Columbus
columbus	MT	Columbus
columbus	NC	Columbus
columbus	ND	Columbus
columbus	NE	Columbus
columbus	NM	Columbus
columbus	OH	Columbus
columbus	PA	Columbus
columbus	TX	Columbus
columbus	WI	Columbus
columbus afb	MS	Columbus AFB
columbus city	IA	Columbus City
columbus grove	OH	Columbus Grove
columbus junction	IA	Columbus Junction
colusa	CA	Colusa
colver	PA	Colver
colville	WA	Colville
colwell	IA	Colwell
colwich	KS	Colwich
colwyn	PA	Colwyn
comanche	OK	Comanche
comanche	TX	Comanche
comanche creek	CO	Comanche Creek
combee settlement	FL	Combee Settlement
combes	TX	Combes
combine	TX	Combine
combined locks	WI	Combined Locks
combs	KY	Combs
comer	GA	Comer
comerao	PR	ComerÃ­o
comfort	TX	Comfort
comfort	WV	Comfort
comfrey	MN	Comfrey
commack	NY	Commack
commerce	CA	Commerce
commerce	GA	Commerce
commerce	MO	Commerce
commerce	OK	Commerce
commerce	TX	Commerce
commerce city	CO	Commerce City
commercial point	OH	Commercial Point
commiskey	IN	Commiskey
commodore	PA	Commodore
como	IL	Como
como	MS	Como
como	NC	Como
como	TX	Como
como	WI	Como
comobabi	AZ	Comobabi
compo	CT	Compo
comptche	CA	Comptche
compton	CA	Compton
compton	IL	Compton
comstock	MN	Comstock
comstock	NE	Comstock
comstock northwest	MI	Comstock Northwest
comstock park	MI	Comstock Park
comunas	PR	Comunas
conasauga	TN	Conasauga
conashaugh lakes	PA	Conashaugh Lakes
concepcion	TX	Concepcion
conception	MO	Conception
conception junction	MO	Conception Junction
conchas dam	NM	Conchas Dam
concho	AZ	Concho
conconully	WA	Conconully
concord	AL	Concord
concord	AR	Concord
concord	CA	Concord
concord	GA	Concord
concord	IL	Concord
concord	KY	Concord
concord	MI	Concord
concord	MO	Concord
concord	NC	Concord
concord	NE	Concord
concord	NH	Concord
concord	VA	Concord
concord	VT	Concord
concorde hills	OH	Concorde Hills
concordia	KS	Concordia
concordia	MO	Concordia
concordia	NJ	Concordia
concow	CA	Concow
concrete	WA	Concrete
conde	SD	Conde
condon	MT	Condon
condon	OR	Condon
conehatta	MS	Conehatta
conejo	NM	Conejo
conejos	CO	Conejos
conestee	SC	Conestee
conestoga	PA	Conestoga
conesus	NY	Conesus
conesus lake	NY	Conesus Lake
conesville	IA	Conesville
conesville	OH	Conesville
conetoe	NC	Conetoe
coney island	MO	Coney Island
confluence	PA	Confluence
conger	MN	Conger
congers	NY	Congers
congerville	IL	Congerville
congress	AZ	Congress
congress	OH	Congress
conicville	VA	Conicville
conkling park	ID	Conkling Park
conley	GA	Conley
conneaut	OH	Conneaut
conneaut lake	PA	Conneaut Lake
conneaut lakeshore	PA	Conneaut Lakeshore
conneautville	PA	Conneautville
connecticut farms	NJ	Connecticut Farms
connell	WA	Connell
connellsville	PA	Connellsville
connelly springs	NC	Connelly Springs
connelsville	MO	Connelsville
conner	MT	Conner
connersville	IN	Connersville
connerton	FL	Connerton
connerville	OK	Connerville
conning towers nautilus park	CT	Conning Towers-Nautilus Park
connoquenessing	PA	Connoquenessing
connorville	OH	Connorville
conover	NC	Conover
conrad	IA	Conrad
conrad	MT	Conrad
conrath	WI	Conrath
conroe	TX	Conroe
conroy	IA	Conroy
conshohocken	PA	Conshohocken
constableville	NY	Constableville
constantia	NY	Constantia
constantine	MI	Constantine
continental	OH	Continental
continental courts	PA	Continental Courts
continental divide	NM	Continental Divide
contoocook	NH	Contoocook
contra costa centre	CA	Contra Costa Centre
convent	LA	Convent
converse	IN	Converse
converse	LA	Converse
converse	SC	Converse
converse	TX	Converse
convoy	OH	Convoy
conway	AR	Conway
conway	FL	Conway
conway	IA	Conway
conway	MI	Conway
conway	MO	Conway
conway	NC	Conway
conway	ND	Conway
conway	NH	Conway
conway	PA	Conway
conway	SC	Conway
conway	WA	Conway
conway springs	KS	Conway Springs
conyers	GA	Conyers
conyngham	PA	Conyngham
cook	MN	Cook
cook	NE	Cook
cooke city	MT	Cooke City
cookeville	TN	Cookeville
cookson	OK	Cookson
cookstown	NJ	Cookstown
cooksville	IL	Cooksville
cool	TX	Cool
cool valley	MO	Cool Valley
cooleemee	NC	Cooleemee
coolidge	AZ	Coolidge
coolidge	GA	Coolidge
coolidge	KS	Coolidge
coolidge	TX	Coolidge
coolin	ID	Coolin
coolville	OH	Coolville
coon rapids	IA	Coon Rapids
coon rapids	MN	Coon Rapids
coon valley	WI	Coon Valley
cooper	TX	Cooper
cooper city	FL	Cooper City
cooper landing	AK	Cooper Landing
coopers plains	NY	Coopers Plains
coopersburg	PA	Coopersburg
cooperstown	ND	Cooperstown
cooperstown	NY	Cooperstown
cooperstown	PA	Cooperstown
coopersville	MI	Coopersville
cooperton	OK	Cooperton
coopertown	TN	Coopertown
coos bay	OR	Coos Bay
coosada	AL	Coosada
coosawhatchie	SC	Coosawhatchie
cooter	MO	Cooter
copake	NY	Copake
copake falls	NY	Copake Falls
copake lake	NY	Copake Lake
copalis beach	WA	Copalis Beach
copan	OK	Copan
cope	CO	Cope
cope	SC	Cope
copeland	KS	Copeland
copeland	OK	Copeland
copemish	MI	Copemish
copenhagen	NY	Copenhagen
copiague	NY	Copiague
coplay	PA	Coplay
coppell	TX	Coppell
copper canyon	TX	Copper Canyon
copper center	AK	Copper Center
copper city	MI	Copper City
copper harbor	MI	Copper Harbor
copper hill	AZ	Copper Hill
copper mountain	CO	Copper Mountain
copperas cove	TX	Copperas Cove
copperhill	TN	Copperhill
copperopolis	CA	Copperopolis
copperton	UT	Copperton
coppock	IA	Coppock
coqua	PR	CoquÃ­
coquille	OR	Coquille
cora	WY	Cora
coral	IL	Coral
coral	PA	Coral
coral gables	FL	Coral Gables
coral hills	MD	Coral Hills
coral springs	FL	Coral Springs
coral terrace	FL	Coral Terrace
coralville	IA	Coralville
coram	MT	Coram
coram	NY	Coram
coraopolis	PA	Coraopolis
coraza3n	PR	CorazÃ³n
corbin	KY	Corbin
corbin city	NJ	Corbin City
corcoran	CA	Corcoran
corcoran	MN	Corcoran
corcovado	PR	Corcovado
cordaville	MA	Cordaville
cordele	GA	Cordele
corder	MO	Corder
cordes lakes	AZ	Cordes Lakes
cordova	AK	Cordova
cordova	AL	Cordova
cordova	IL	Cordova
cordova	MD	Cordova
cordova	NC	Cordova
cordova	NE	Cordova
cordova	NM	Cordova
cordova	SC	Cordova
cordry sweetwater lakes	IN	Cordry Sweetwater Lakes
corfu	NY	Corfu
corinna	ME	Corinna
corinne	UT	Corinne
corinne	WV	Corinne
corinth	AR	Corinth
corinth	KY	Corinth
corinth	MS	Corinth
corinth	NY	Corinth
corinth	TX	Corinth
corley	IA	Corley
corn	OK	Corn
corn creek	SD	Corn Creek
cornelia	GA	Cornelia
cornelius	NC	Cornelius
cornelius	OR	Cornelius
cornell	IL	Cornell
cornell	WI	Cornell
cornersville	TN	Cornersville
cornfields	AZ	Cornfields
corning	AR	Corning
corning	CA	Corning
corning	IA	Corning
corning	KS	Corning
corning	MO	Corning
corning	NY	Corning
corning	OH	Corning
cornish	ME	Cornish
cornish	OK	Cornish
cornish	UT	Cornish
cornland	IL	Cornland
cornlea	NE	Cornlea
cornucopia	WI	Cornucopia
cornville	AZ	Cornville
cornwall	CT	Cornwall
cornwall	PA	Cornwall
cornwall bridge	CT	Cornwall Bridge
cornwall on hudson	NY	Cornwall-on-Hudson
cornwells heights	PA	Cornwells Heights
corona	CA	Corona
corona	NM	Corona
corona	SD	Corona
corona de tucson	AZ	Corona de Tucson
coronaca	SC	Coronaca
coronado	CA	Coronado
coronita	CA	Coronita
corozal	PR	Corozal
corpus christi	TX	Corpus Christi
corral city	TX	Corral City
corral viejo	PR	Corral Viejo
corrales	NM	Corrales
corralitos	CA	Corralitos
correctionville	IA	Correctionville
correll	MN	Correll
corrigan	TX	Corrigan
corriganville	MD	Corriganville
corry	PA	Corry
corsica	PA	Corsica
corsica	SD	Corsica
corsicana	TX	Corsicana
corte madera	CA	Corte Madera
cortez	CO	Cortez
cortez	FL	Cortez
cortland	IL	Cortland
cortland	IN	Cortland
cortland	NE	Cortland
cortland	NY	Cortland
cortland	OH	Cortland
cortland west	NY	Cortland West
corunna	IN	Corunna
corunna	MI	Corunna
corvallis	MT	Corvallis
corvallis	OR	Corvallis
corwin	OH	Corwin
corwin springs	MT	Corwin Springs
corwith	IA	Corwith
cory	IN	Cory
corydon	IA	Corydon
corydon	IN	Corydon
corydon	KY	Corydon
cos cob	CT	Cos Cob
cosby	MO	Cosby
cosby	TN	Cosby
coshocton	OH	Coshocton
cosmopolis	WA	Cosmopolis
cosmos	MN	Cosmos
costa mesa	CA	Costa Mesa
costilla	NM	Costilla
cotati	CA	Cotati
cotesfield	NE	Cotesfield
coto de caza	CA	Coto de Caza
coto laurel	PR	Coto Laurel
coto norte	PR	Coto Norte
cotopaxi	CO	Cotopaxi
cottage city	MD	Cottage City
cottage grove	MN	Cottage Grove
cottage grove	OR	Cottage Grove
cottage grove	TN	Cottage Grove
cottage grove	WI	Cottage Grove
cottage lake	WA	Cottage Lake
cottageville	SC	Cottageville
cottageville	WV	Cottageville
cotter	AR	Cotter
cotter	IA	Cotter
cottleville	MO	Cottleville
cotton city	NM	Cotton City
cotton plant	AR	Cotton Plant
cotton town	PA	Cotton Town
cotton valley	LA	Cotton Valley
cottondale	AL	Cottondale
cottondale	FL	Cottondale
cottonport	LA	Cottonport
cottontown	TN	Cottontown
cottonwood	AL	Cottonwood
cottonwood	AZ	Cottonwood
cottonwood	CA	Cottonwood
cottonwood	ID	Cottonwood
cottonwood	MN	Cottonwood
cottonwood	OK	Cottonwood
cottonwood	SD	Cottonwood
cottonwood	TX	Cottonwood
cottonwood falls	KS	Cottonwood Falls
cottonwood heights	UT	Cottonwood Heights
cottonwood shores	TX	Cottonwood Shores
cotulla	TX	Cotulla
couderay	WI	Couderay
coudersport	PA	Coudersport
cougar	WA	Cougar
coulee city	WA	Coulee City
coulee dam	WA	Coulee Dam
coulter	IA	Coulter
coulter	PA	Coulter
coulterville	CA	Coulterville
coulterville	IL	Coulterville
counce	TN	Counce
council	ID	Council
council bluffs	IA	Council Bluffs
council grove	KS	Council Grove
council hill	OK	Council Hill
country club	CA	Country Club
country club	FL	Country Club
country club	MO	Country Club
country club estates	GA	Country Club Estates
country club heights	IN	Country Club Heights
country club hills	IL	Country Club Hills
country club hills	MO	Country Club Hills
country homes	WA	Country Homes
country knolls	NY	Country Knolls
country lake estates	NJ	Country Lake Estates
country life acres	MO	Country Life Acres
country squire lakes	IN	Country Squire Lakes
country walk	FL	Country Walk
countryside	IL	Countryside
countryside	VA	Countryside
county center	VA	County Center
county line	AL	County Line
coupeville	WA	Coupeville
coupland	TX	Coupland
courtdale	PA	Courtdale
courtenay	ND	Courtenay
courtland	AL	Courtland
courtland	CA	Courtland
courtland	KS	Courtland
courtland	MN	Courtland
courtland	MS	Courtland
courtland	VA	Courtland
coushatta	LA	Coushatta
cousins island	ME	Cousins Island
cove	AR	Cove
cove	OR	Cove
cove	TX	Cove
cove	UT	Cove
cove city	NC	Cove City
cove creek	NC	Cove Creek
cove forge	PA	Cove Forge
cove neck	NY	Cove Neck
covedale	OH	Covedale
covel	WV	Covel
covelo	CA	Covelo
covenant life	AK	Covenant Life
coventry	VT	Coventry
coventry lake	CT	Coventry Lake
covina	CA	Covina
covington	GA	Covington
covington	IN	Covington
covington	KY	Covington
covington	LA	Covington
covington	MI	Covington
covington	OH	Covington
covington	OK	Covington
covington	TN	Covington
covington	TX	Covington
covington	VA	Covington
covington	WA	Covington
cow creek	SD	Cow Creek
cowan	CA	Cowan
cowan	IN	Cowan
cowan	TN	Cowan
coward	SC	Coward
cowarts	AL	Cowarts
cowden	IL	Cowden
cowen	WV	Cowen
coweta	OK	Coweta
cowgill	MO	Cowgill
cowiche	WA	Cowiche
cowles	NE	Cowles
cowley	WY	Cowley
cowlic	AZ	Cowlic
cowlington	OK	Cowlington
cowpens	SC	Cowpens
